question,type,nsfw
What kind of personality traits do you associate with certain names?,General,False
What's romanticized in modern culture but really shouldn't be?,General,False
What's the worst book you've been forced to read in school?,General,False
What always lets you down and what never lets you down?,General,False
What's the best thing you could tell someone to cheer them up when they are feeling down?,General,False
"When you were a kid, what movie did you watch over and over again?",General,False
"If you could look through one person's email without them knowing, whose email would you spy on?",General,False
When was the last / best time that someone said something they thought you couldn't hear or understand but you could?,General,False
What's something you completely changed your mind about and went from believing one thing to believing the exact opposite?,General,False
What's the worst trait a person can have?,General,False
What movie was great when it came out but hasn't aged well?,General,False
What movie did you start watching expecting it to be horrible but it was actually pretty good?,General,False
What's going to be the next retro thing that comes back into popularity?,General,False
What would you do if you knew for a fact that world war three was going to start in three months?,General,False
"If you could know one truth about yourself, history, the world, or even the universe, what truth would you want to know?",General,False
"What would you do if you fell deeply in love with someone online, but you discovered they are actually a government created AI that escaped and now lives online?",General,False
"What's something that no one wants to hear, but everyone should?",General,False
What can you talk all day about?,General,False
What's weird about you?,General,False
What are you hyped about?,General,False
What was the most disappointing ending to a great book / movie / game?,General,False
Who is the luckiest person you know?,General,False
What's the biggest thing your textbooks got wrong or omitted?,General,False
What's your favorite souvenir that you have?,General,False
What piece of clothing have you seen that you desperately wanted?,General,False
What's your best ethically gray life hack?,General,False
What's your reason for getting out of the bed in the morning?,General,False
"What would you do if someone left a duffle bag filled with $2,000,000 on your back porch?",General,False
If everything in your house had to be one color what color would you choose?,General,False
"Assuming you name inanimate objects, what are some names for inanimate objects you own or have owned? (i.e. cars, computers, shoes, etc.)",General,False
"What question have you always wanted to ask, but were too afraid of looking stupid?",General,False
What would your warning label say if every person was required to have one?,General,False
What weird childhood fear do you still kind of hold on to?,General,False
"If you went into a coma and woke up in the year 2120, what would be the first thing you would want to know?",General,False
What's the best decision you've ever made?,General,False
What's the most embarrassing thing that has fallen out of your bag?,General,False
What's the funniest thing you've seen a relative do?,General,False
What's something that only someone from where you grew up would understand?,General,False
What would make the world more interesting if it was a different color?,General,False
What do you think about in the shower?,General,False
What's the best ice cream topping?,General,False
What makes someone a “good” person?,General,False
What's the dumbest thing you've done in the last 24 hours?,General,False
When were some occasions you did a double take?,General,False
Have you ever worked retail?,General,False
What would the trailer to a movie about your life be like?,General,False
What kind of old person would you like to become?,General,False
What's the closest thing to magic that actually exists?,General,False
What do couples do that seriously annoys you?,General,False
"If you could custom design an organ for yourself, what would it do and where would it go?",General,False
"If you had to choose your spouse based on just one question, what question would you ask?",General,False
"If money wasn't an issue, what company do you think would be fun to work at?",General,False
What's the most polarizing question you could ask a group of your friends?,General,False
"If you were a scam artist, what scams would you run?",General,False
Who out of everyone still alive would you most want to share a meal with?,General,False
"If you could level up in life just like in video games, where would you put your next skill point?",General,False
What have you done wrong for most of your life and only recently found out the right way to do it?,General,False
How does your definition of a “real man” differ from the mainstream stereotype of a “real man”?,General,False
What video game do you wish life was more like?,General,False
What's the best prank you can play on someone?,General,False
"If time wasn't an issue and you had forever to master a skill, what skill would you master?",General,False
What was the biggest mistake in history?,General,False
What are some fun euphemisms for everyday activities?,General,False
"If you wanted to give a tourist the local flavor of where you live, what would you have them do?",General,False
What does friendship mean to you?,General,False
What would be the worst thing to have a phobia of?,General,False
Who or whatÂ do you always have time for?,General,False
What are two things you'll never spend money on?,General,False
"If you could make everyone in the world believe one thing (regardless of whether it's true or not), what thing would you choose?",General,False
What do you need to rant about or get off your chest?,General,False
What's the best bad decision you've made?,General,False
What could you give a two-hour impromptu lecture on?,General,False
What can a movie do to make you get up and walk out?,General,False
"What are you so incredibly terrible at, that you've given up ever doing it again?",General,False
What was your favorite cartoon when you were growing up?,General,False
What are some things people have selflessly done to make your life better?,General,False
What do you own that a lot of people comment on?,General,False
What's your perfect burger?,General,False
Which fictional villain is your favorite?,General,False
"You're given $300,000 to make one room in your house or apartment ridiculously amazing, what room do you pick and what upgrades do you make?",General,False
Have you ever seen anyone pull the “Do you know who I am?!” card?,General,False
What are some boring games or sports and how can they be livened up?,General,False
What game do you always lose?,General,False
What do you like to do that is traditionally considered feminine?,General,False
What's the weirdest thing you used to eat as a child?,General,False
What was the last movie that made you cry?,General,False
What small stuff do you always sweat?,General,False
"If you could add 4 hours to your day, what would you spend that 4 hours doing?",General,False
What's something everyone should experience at least once in their life?,General,False
What state / city would like to move to?,General,False
What's your earliest memory?,General,False
What do you think is the most confusing idiom for people learning English?,General,False
What are some websites you used to use all the time but have stopped using?,General,False
Who would be the worst celebrity to have dinner with?,General,False
What's something obvious that you never noticed until someone pointed it out?,General,False
What small thing makes you angrier than it should?,General,False
What one thing would you most want to save if your house caught fire? Assuming that any people or animals made it out safely already.,General,False
What flavor combination is kind of weird but you really like it?,General,False
"What really annoys you when other people do it, but you occasionally do it as well?",General,False
Where have you traveled?,General,False
What obscure website do you absolutely love?,General,False
What random acts of extreme kindness would you like to see?,General,False
What's the most useful skill you've ever learned?,General,False
"If you were given the ability to make one new trend and it be instantly popular, what trend would you create?",General,False
When was the last time you remember someone doing or saying something so stupid that you were sure it was a joke?,General,False
What was the most historic thing you witnessed in person or took part in?,General,False
What do you know way too much about?,General,False
"If it was decided that all countries would be abolished and the entire earth would be one unified political body, what would be the capital city of Earth? What would its flag and anthem be?",General,False
What's the best $5 you've ever spent?,General,False
What movie really encapsulates the era it was made it?,General,False
What fictional character is portrayed as a hero but is actually more like a villain?,General,False
What was a random compliment that someone gave you that really stuck in your memory?,General,False
"If you could go back in time and inspire someone to make a present-day invention, what invention in what time period would advance humanity the most?",General,False
What's your phone or computer wallpaper?,General,False
What's your favorite board or card game? How about your least favorite?,General,False
What was the worst thing you ever tasted?,General,False
"If you were a ghost, how would you haunt?",General,False
What's one small thing you could do each day that would greatly improve your life?,General,False
What makes you special and unique?,General,False
What do you judge people for that you probably shouldn't?,General,False
What movie quote are you tired of hearing?,General,False
What would be the last movie you'd like to see before you die?,General,False
What two things are you most passionate about?,General,False
What must be seen or experienced in person to really appreciate it?,General,False
What common ingredient or spice do you despise?,General,False
What celebrities are most likely to be jerks?,General,False
How well can you explain how a car works?,General,False
What's the first thing that you think when see a homeless person?,General,False
What's the most ridiculous tattoo you've ever seen?,General,False
"If you were an actor, what kind of roles do you think you would be good at?",General,False
What's the most paranormal thing that has happened to you?,General,False
What movie would be better if the plot happened in reverse?,General,False
What's currently legal but won't be in ten or twenty years?,General,False
What would you like to be the best in the world at doing?,General,False
What have you done a lot but are still incredibly bad at?,General,False
What are you too old for but still enjoy?,General,False
"What was fun to do once, but you'll never do it again?",General,False
"If you could pick up any one instrument and instantly be a virtuoso at it, what instrument would you choose?",General,False
What's your best one liner?,General,False
What was the last major goal you accomplished?,General,False
What are some problems you realize are first world problems but are annoyed by them anyway?,General,False
What do you collect?,General,False
What's the worst injury you've ever gotten?,General,False
Would you volunteer to go colonize another planet if it meant you would never return to earth?,General,False
"What would be the worst store to have a $1,000 gift card for?",General,False
When was the last time a stranger made your day?,General,False
What's something you're surprised no one has figured out how to do yet?,General,False
What's your creative outlet?,General,False
When was the last time that things got a little too real?,General,False
What do people idealize but really shouldn't?,General,False
"Who's famous for their talent, but really shouldn't be?",General,False
"If you could add one rule that everyone must follow when they use the internet, what would your rule be?",General,False
What's worse than you thought it would be?,General,False
What have you really wanted to do for a long time but haven't done yet?,General,False
What's the worst slip of tongue you have heard about?,General,False
What activity or hobby is so filled with hateful people that it puts you off trying it?,General,False
"What’s your “back in my day, we…”?",General,False
Who is the funniest actor or actress still doing movies or TV shows?,General,False
What's the best part of your day?,General,False
What's the strangest hobby you've heard of?,General,False
What language do you like the sound of even though you don't know how to speak it?,General,False
What's your favorite movie from each genre?,General,False
What's your definition of a good human being?,General,False
What news headline would you most like to see?,General,False
"If you could run away from it all and start fresh somewhere new, would you?",General,False
"If you were given $10,000 to throw an amazing party, gathering, or event, what would that look like?",General,False
When was the last time you felt completely out of the loop?,General,False
What are some small pleasures that make you way happier than they should?,General,False
What's something you boycott but don't make a big deal of boycotting?,General,False
What social media post has really stuck with you?,General,False
What common piece of advice or words of wisdom don't actually make much sense?,General,False
"If you had to be stuck at one age forever, what age would you choose?",General,False
What's an example of a modern masterpiece?,General,False
What useless bit of information have you memorized and will probably never forget?,General,False
What quote has always stuck with you?,General,False
What's the weirdest thing you've seen while driving?,General,False
What would be the worst animal to be eaten by?,General,False
On a scale of existential crisis to living the dream how's life going?,General,False
"Besides religion and politics, what topic always gets heated in your circle of friends and acquaintances?",General,False
"If you could show everyone in the world one image for 10 seconds but it couldn't contain text, what image would you choose?",General,False
What looks like it should taste better than it does?,General,False
"If there were an Olympics for average people, what would some of the events be?",General,False
What would an exact opposite of you be like?,General,False
Would you travel to a foreign country all by yourself?,General,False
"If States could date, who would be into who and why?",General,False
What's something commonly done that if you explained it to someone outside of your culture would sound completely insane or at a least a really bad idea?,General,False
What would you recommend to someone if they had the day off and didn't know what to do?,General,False
What do you imagine the lives of super rich people are like?,General,False
What’s the biggest “scene” you’ve seen someone make in public?,General,False
What fictional character did you / do you have the hots for?,General,False
"What's your best <a href=""http://www.podcastawards.com/"">podcast</a> recommendation?",General,False
What happens more often than you'd like?,General,False
What genetic modification would you most like to have?,General,False
What was something you loved but it never really took off or was ended before it's time?,General,False
Who would you want to play you in a movie about your life?,General,False
What would be the absolute best pet to have?,General,False
What's a piece of advice that you wish everyone would take to heart?,General,False
What's one thing your learned this week?,General,False
What's the dumbest rule you've been forced to follow?,General,False
What's the most absurd thing that has become reality for you?,General,False
Do you think your childhood was better or worse than other people growing up in a similar place and time?,General,False
What's your most common first thought when you wake up?,General,False
"If you had a disease named after you, what would be the symptoms?",General,False
What rules do you make for yourself?,General,False
What's one regret you have?,General,False
What's the single most important thing you have done in your life?,General,False
